Ticker,IssueDate,AssetClass,Industry,sub-industry,Maturity,AnnounceDate,MtyType,Currency,%Women,%IndependentDirectors,AmtIssued,CouponType,BBGComposite,S&PRating,MoodyRating,Country/Region,CO2perEnergy,CO2perSales,CO2perEmployee
FIVHUN,7/22/2015,Corporates,Industrial,Financial Services,7/22/2025,7/17/2015,CALL/SINK,CAD,#N/A Field Not Applicable,#N/A Field Not Applicable,172852875,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CANADA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
HUMFAS,6/22/2017,Corporates,REIT,Real Estate,6/22/2022,6/15/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,120024450,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
IREDA,2/23/2017,Corporates,Industrial,Renewable Energy,2/23/2027,2/23/2017,AT MATURITY,INR,#N/A Field Not Applicable,#N/A Field Not Applicable,33020680,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SUMIBK,12/20/2018,Corporates,Bank,Banks,6/20/2023,12/7/2018,AT MATURITY,USD,#N/A N/A,#N/A N/A,227800000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,11/22/2016,Corporates,REIT,Real Estate,2/22/2022,11/15/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,16267050,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
ELLDGP,11/16/2018,Corporates,Industrial,Health Care Facilities & Services,11/30/2051,11/14/2018,SINKABLE,CAD,#N/A Field Not Applicable,#N/A Field Not Applicable,67707474.35,FIXED,NR,#N/A N/A,A3,CANADA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
GRNKEN,8/16/2016,Corporates,Industrial,Power Generation,8/16/2023,8/10/2016,CALLABLE,USD,#N/A N/A,#N/A N/A,500000000,FIXED,BB-,B+,#N/A N/A,MAURITIUS,#N/A N/A,#N/A N/A,#N/A N/A
PEGI,1/25/2017,Corporates,Industrial,Power Generation,2/1/2024,1/20/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,350000000,FIXED,NR,NR,WR,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
NOMRSC,9/16/2016,Corporates,Industrial,Software & Services,9/16/2026,9/9/2016,AT MATURITY,JPY,11.1111002,33.33330154,97736900,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,159.9397076,0.111557973,4.443440277
PAPREC,3/29/2018,Corporates,Industrial,Waste & Environment Services & Equipment,3/31/2025,3/12/2018,CALLABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,276540750,FLOATING,NR,B+,WR,FRANCE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
HARBCB,5/10/2017,Corporates,Bank,Banks,5/10/2022,5/2/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,144875000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
PNBMK,12/29/2017,Corporates,Industrial,Real Estate,12/29/2032,12/20/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,140345970,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TSLAEN,9/3/2015,Corporates,Industrial,Renewable Energy,9/3/2030,8/31/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
INDUBK,11/1/2018,Corporates,Bank,Banks,11/1/2021,10/25/2018,AT MATURITY,CNY,0,38.46149826,4332930000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,0.138510749,0.862150945
CECEPW,9/7/2017,Corporates,Industrial,Power Generation,9/7/2022,9/5/2017,PUTABLE,CNY,11.1111002,33.33330154,46236300,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
SZENGY,11/22/2017,Corporates,Industrial,Utilities,11/22/2022,11/20/2017,PUTABLE,CNY,11.1111002,33.33330154,151451000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
CEWLSP,8/16/2018,Corporates,Industrial,Utilities,8/16/2023,8/16/2018,PUTABLE,CNY,#N/A N/A,#N/A N/A,58117600,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,BERMUDA,#N/A N/A,#N/A N/A,#N/A N/A
HSBC,11/20/2017,Corporates,Bank,Banks,11/20/2032,10/26/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,46988000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,6/27/2016,Corporates,Industrial,Utilities,6/27/2051,6/15/2016,AT MATURITY,GBP,#N/A N/A,#N/A N/A,132136000,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/6/2021,10/4/2017,AT MATURITY,MYR,40,80,5899575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
LONGYU,5/16/2017,Corporates,Industrial,Power Generation,5/16/2022,5/11/2017,PUTABLE,CNY,0,37.5,291048000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
UNANA,3/26/2014,Corporates,Industrial,Consumer Products,12/19/2018,3/19/2014,AT MATURITY,GBP,41.66669846,83.33329773,414187500,FIXED,NR,NR,WR,BRITAIN,253.5464751,32.69536987,11.13428047
TAISHI,7/5/2018,Corporates,Bank,Banks,7/5/2048,6/22/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,20000000,ZERO COUPON,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
HSBC,6/1/2018,Corporates,Bank,Banks,6/1/2033,5/18/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,116654000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TLFFSP,2/23/2018,Corporates,Industrial,Financial Services,2/23/2023,1/25/2018,AT MATURITY,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,15000000,FIXED,NR,#N/A N/A,NR,SINGAPORE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
YESIN,2/24/2015,Corporates,Bank,Banks,2/24/2025,2/16/2015,AT MATURITY,INR,0,0,160730000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A N/A,0.090609071,1.499098978
TSLAEN,4/23/2015,Corporates,Industrial,Renewable Energy,4/23/2025,4/20/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
OMENEI,11/24/2017,Corporates,Industrial,Renewable Energy,12/15/2029,10/15/2017,SINKABLE,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,68247740,FIXED,NR,#N/A N/A,WR,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BRFSBZ,6/3/2015,Corporates,Industrial,Food & Beverage,6/3/2022,5/29/2015,AT MATURITY,EUR,20,90,562745000,FIXED,BB-,BB-,Ba2,BRAZIL,57.36692075,12.05717311,4.625754579
GLPJRE,12/20/2018,Corporates,REIT,Real Estate,12/20/2028,12/14/2018,AT MATURITY,JPY,#N/A N/A,#N/A N/A,45873837,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,#N/A N/A,#N/A N/A
HYUCAP,3/16/2016,Corporates,Financial,Automobiles Manufacturing,3/16/2021,3/7/2016,AT MATURITY,USD,#N/A N/A,#N/A N/A,500000000,FIXED,NR,NR,WR,SOUTH KOREA,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,6/15/2016,Corporates,Industrial,Utilities,6/15/2054,6/2/2016,SINKABLE,GBP,#N/A N/A,#N/A N/A,35420250,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
DAIO,10/25/2018,Corporates,Industrial,Forest & Paper Products Manufacturing,10/25/2028,10/19/2018,AT MATURITY,JPY,0,18.75,44403400,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,141.8512684,6.31184427,330.1742294
BAZFIN,5/16/2018,Corporates,Industrial,Utilities,5/16/2049,5/8/2018,SINKABLE,GBP,#N/A N/A,#N/A N/A,67491500,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
PROREI,8/17/2018,Corporates,REIT,Real Estate,8/17/2028,8/10/2018,AT MATURITY,JPY,25,#N/A N/A,54348060,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,#N/A N/A,#N/A N/A
CHIWIN,1/23/2018,Corporates,Industrial,Power Generation,1/23/2021,1/16/2018,AT MATURITY,USD,18.18180084,36.36360168,200000000,FIXED,NR,NR,#N/A N/A,BERMUDA,509.3921673,3.541079917,4.376053
HYUCAP,3/16/2016,Corporates,Financial,Automobiles Manufacturing,3/16/2021,3/7/2016,AT MATURITY,USD,#N/A N/A,#N/A N/A,500000000,FIXED,NR,NR,WR,SOUTH KOREA,#N/A N/A,#N/A N/A,#N/A N/A
BAICM,7/4/2017,Corporates,Industrial,Automobiles Manufacturing,7/4/2024,6/26/2017,PUTABLE,CNY,6.666669846,33.33330154,338198900,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
SXXXFX,8/23/2017,Corporates,Industrial,Industrial Other,8/23/2024,8/15/2017,SINKABLE,CNY,#N/A N/A,#N/A N/A,225276000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
LESHBA,8/11/2017,Corporates,Bank,Banks,8/11/2022,8/4/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,75071500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
JREIT,11/1/2018,Corporates,REIT,Real Estate,11/1/2023,10/26/2018,AT MATURITY,JPY,0,#N/A N/A,88756000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,430.8218695,1.565637897,#N/A N/A
SVEASK,9/26/2017,Governments,Industrial,Forest & Paper Products Manufacturing,9/26/2022,9/19/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,67665950,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
FUDIBK,8/30/2018,Corporates,Bank,Banks,8/30/2021,8/23/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,511052500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,9/17/2015,Corporates,Industrial,Renewable Energy,9/17/2030,9/14/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
GFCFP,12/15/2014,Corporates,REIT,Real Estate,1/16/2023,12/9/2014,CALLABLE,EUR,45.45449829,63.63639832,155470000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,18.46277652,28.74698792
THAMES,3/22/2018,Corporates,Industrial,Utilities,3/22/2033,3/22/2018,AT MATURITY,GBP,16.66670036,50,56415200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,BRITAIN,#N/A N/A,201.8593548,68.31775796
ARISES,4/25/2014,Corporates,Industrial,Power Generation,4/25/2019,4/16/2014,CALL/SINK,SEK,20,80,167087800,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,12/5/2016,Corporates,Industrial,Utilities,12/5/2040,11/17/2016,SINKABLE,GBP,#N/A N/A,#N/A N/A,127199000,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
NANCHB,7/14/2016,Corporates,Bank,Banks,7/14/2021,7/7/2016,AT MATURITY,CNY,27.27269936,36.36360168,224416500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,509.1743488,0.940333116,4.008693955
YESIN,8/5/2015,Corporates,Bank,Banks,8/5/2025,8/5/2015,AT MATURITY,INR,0,0,49424760,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A N/A,0.090609071,1.499098978
YANTZE,8/3/2018,Corporates,Industrial,Power Generation,8/3/2021,7/31/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,365017500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
HITZOS,9/21/2018,Corporates,Industrial,Waste & Environment Services & Equipment,9/21/2021,9/14/2018,AT MATURITY,JPY,10,30,44408900,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/6/2023,10/4/2017,AT MATURITY,MYR,40,80,7079490,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
QDBANK,11/24/2016,Corporates,Bank,Banks,11/24/2021,11/17/2016,AT MATURITY,CNY,#N/A N/A,#N/A N/A,144469000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/7/2022,1/4/2018,AT MATURITY,MYR,10,50,7489890,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,12/5/2018,Corporates,Financial,Financial Services,12/5/2025,11/20/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,1113820,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
STANAB,10/7/2016,Corporates,Industrial,Real Estate,10/7/2021,9/23/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,23106800,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/6/2021,10/4/2017,AT MATURITY,MYR,40,80,5899575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
SENGR,4/29/2015,Corporates,Industrial,Renewable Energy,11/15/2020,4/24/2015,CALLABLE,EUR,0,#N/A N/A,445748000,FIXED,NR,NR,WR,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
TENN,6/4/2015,Corporates,Industrial,Utilities,6/4/2021,5/28/2015,CALLABLE,EUR,60,100,564390000,FIXED,NR,NR,WR,NETHERLANDS,10314.14184,484.9452931,563.9551256
TLFFSP,2/23/2018,Corporates,Industrial,Financial Services,2/23/2033,1/25/2018,AT MATURITY,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,15000000,FIXED,NR,#N/A N/A,NR,SINGAPORE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
REG,5/11/2016,Corporates,REIT,Real Estate,5/11/2026,4/20/2016,AT MATURITY,USD,27.27269936,81.81819916,100000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,330.3574825,26.47378692,62.12933124
FABGSS,8/30/2017,Corporates,REIT,Real Estate,8/30/2021,8/22/2017,AT MATURITY,SEK,33.33330154,100,62680000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,17.18964778,0.512473259,7.528795622
FEFABM,10/23/2018,Corporates,Financial,Home Improvement,10/19/2021,10/19/2018,AT MATURITY,MXN,#N/A N/A,#N/A N/A,128896500,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,MEXICO,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,7/16/2015,Corporates,Industrial,Renewable Energy,7/16/2025,7/13/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
YESIN,12/29/2016,Corporates,Bank,Banks,12/29/2023,12/29/2016,AT MATURITY,INR,0,0,48563460,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A N/A,0.090609071,1.499098978
TADENR,7/27/2017,Corporates,Industrial,Power Generation,7/27/2023,7/26/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,4441839,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
LONGYU,12/4/2018,Corporates,Industrial,Power Generation,12/4/2021,11/29/2018,AT MATURITY,CNY,0,37.5,438789000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
PNBMK,12/29/2017,Corporates,Industrial,Real Estate,12/29/2023,12/20/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,4924420,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/8/2025,1/4/2018,AT MATURITY,MYR,10,50,7489890,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
AWLN,12/3/2018,Corporates,Financial,Utilities,2/6/2029,10/18/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,53000000,FIXED,NR,#N/A N/A,A3,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
BANDEX,8/9/2017,Corporates,Bank,Banks,8/9/2022,5/4/2017,AT MATURITY,COP,#N/A Field Not Applicable,#N/A Field Not Applicable,66412400,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,COLOMBIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
VW,5/16/2018,Corporates,REIT,Real Estate,5/16/2032,3/14/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,126395890,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,6/15/2016,Corporates,Industrial,Utilities,6/15/2054,6/2/2016,SINKABLE,GBP,#N/A N/A,#N/A N/A,35420250,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
GNBC,12/8/2016,Corporates,Bank,Banks,12/15/2026,12/8/2016,CALLABLE,USD,0,88.88890076,35000000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
KAFEDI,9/8/2017,Corporates,Industrial,Industrial Other,9/8/2027,8/31/2017,SINKABLE,CNY,#N/A N/A,#N/A N/A,200484700,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
NYSVFI,10/31/2017,Corporates,Financial,Consumer Finance,10/31/2022,10/19/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,32720806,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/6/2032,10/4/2017,AT MATURITY,MYR,40,80,8259405,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
LYSE,4/18/2017,Corporates,Industrial,Power Generation,4/18/2023,4/5/2017,AT MATURITY,NOK,#N/A N/A,#N/A N/A,58720000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
IREDA,3/29/2017,Corporates,Industrial,Renewable Energy,3/29/2027,3/29/2017,AT MATURITY,INR,#N/A Field Not Applicable,#N/A Field Not Applicable,77092500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
RIKSHM,11/22/2016,Corporates,REIT,Real Estate,2/22/2022,11/15/2016,AT MATURITY,SEK,#N/A N/A,#N/A N/A,37956450,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
TENN,5/12/2016,Corporates,Industrial,Utilities,5/12/2022,5/12/2016,AT MATURITY,EUR,60,100,569320000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,NETHERLANDS,10314.14184,484.9452931,563.9551256
DAIWA,11/29/2018,Corporates,Financial,Financial Services,11/29/2023,11/22/2018,AT MATURITY,JPY,23.07690048,46.15380096,88129800,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,151.8534742,0.049695128,2.010090827
HKCGAS,11/24/2017,Corporates,Industrial,Utilities,11/24/2027,11/13/2017,AT MATURITY,JPY,0,33.33330154,17925560,FIXED,A,A-,A1,HONG KONG,248.8596872,34.35384954,26.24995333
BCHINA,11/9/2016,Corporates,Industrial,Banks,11/9/2019,11/3/2016,AT MATURITY,USD,26.66670036,40,500000000,FIXED,NR,#N/A N/A,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
LONGYU,4/23/2018,Corporates,Industrial,Power Generation,4/23/2025,4/13/2018,PUTABLE,CNY,0,37.5,474906000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ESUNBK,5/19/2017,Corporates,Bank,Banks,5/19/2047,5/16/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,60000000,ZERO COUPON,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
LNGHDV,3/7/2017,Corporates,Industrial,Real Estate,3/7/2024,2/27/2017,PUTABLE,CNY,#N/A N/A,#N/A N/A,145026000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
VELENE,6/22/2016,Corporates,Industrial,Renewable Energy,6/30/2036,6/15/2016,SINKABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,74599800,FIXED,NR,BBB+,#N/A N/A,LUXEMBOURG,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TSLAEN,5/29/2015,Corporates,Industrial,Renewable Energy,5/29/2025,5/26/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
EIDSIV,10/5/2017,Corporates,Industrial,Power Generation,10/5/2023,9/21/2017,AT MATURITY,NOK,#N/A N/A,#N/A N/A,93712500,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/6/2028,10/4/2017,AT MATURITY,MYR,40,80,7079490,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/6/2026,10/4/2017,AT MATURITY,MYR,40,80,7079490,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
OBACRP,10/25/2018,Corporates,Industrial,Industrial Other,10/25/2023,10/19/2018,AT MATURITY,JPY,16.66670036,41.66669846,88806800,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,315.4080178,0.139891039,19.34235977
TADENR,7/27/2017,Corporates,Industrial,Power Generation,7/27/2027,7/26/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,4675620,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
DHY,1/30/2018,Corporates,Financial,Consumer Finance,1/30/2026,1/10/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,62027500,FLOATING,NR,#N/A N/A,A3,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
TENN,5/12/2016,Corporates,Industrial,Utilities,5/12/2024,5/12/2016,AT MATURITY,EUR,60,100,569320000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,NETHERLANDS,10314.14184,484.9452931,563.9551256
ACAFP,6/29/2017,Corporates,Bank,Banks,6/30/2022,5/22/2017,AT MATURITY,IDR,#N/A N/A,#N/A N/A,3746020,ZERO COUPON,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
WINDMW,12/17/2015,Corporates,Industrial,Renewable Energy,12/30/2021,12/7/2015,SINKABLE,EUR,#N/A N/A,#N/A N/A,150384100,FIXED,BBB-,BBB-,#N/A N/A,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,7/17/2017,Corporates,Industrial,Utilities,7/17/2049,7/4/2017,SINKABLE,GBP,#N/A N/A,#N/A N/A,163243750,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,4/13/2018,Corporates,Industrial,Utilities,4/13/2032,3/28/2018,AT MATURITY,GBP,#N/A N/A,#N/A N/A,213742500,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
TLFFSP,2/23/2018,Corporates,Industrial,Financial Services,2/23/2025,1/25/2018,AT MATURITY,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,15000000,FIXED,NR,#N/A N/A,NR,SINGAPORE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BAZFIN,6/27/2016,Corporates,Industrial,Utilities,6/27/2052,6/15/2016,AT MATURITY,GBP,#N/A N/A,#N/A N/A,66068000,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
BJEHF,8/3/2016,Corporates,Industrial,Utilities,8/3/2024,7/28/2016,PUTABLE,CNY,7.142859936,35.71429825,105582400,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,BERMUDA,646.6269527,42.08893211,54.06473304
WINDMW,12/17/2015,Corporates,Industrial,Renewable Energy,6/30/2027,12/7/2015,SINKABLE,USD,#N/A N/A,#N/A N/A,438569000,FIXED,BBB-,BBB-,Baa3,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/9/2015,Corporates,Industrial,Renewable Energy,4/9/2025,4/6/2015,AT MATURITY,USD,22.22220039,77.77780151,10000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
